,RK,Country,Points,Date Rating
107,108,India,1187.0,19.12.2019
108,109,Central African Republic,1184.0,19.12.2019
109,110,Faroe Islands,1181.0,19.12.2019
110,111,Zimbabwe,1180.0,19.12.2019
111,112,Niger,1179.0,19.12.2019
112,113,Thailand,1178.0,19.12.2019
113,114,Azerbaijan,1177.0,19.12.2019
114,115,Kosovo,1174.0,19.12.2019
115,116,Korea DPR,1170.0,19.12.2019
116,117,Namibia,1160.0,19.12.2019
117,118,Kazakhstan,1155.0,19.12.2019
118,118,Sierra Leone,1155.0,19.12.2019
119,118,Guinea-Bissau,1155.0,19.12.2019
120,121,Tajikistan,1152.0,19.12.2019
121,122,New Zealand,1149.0,19.12.2019
122,123,Malawi,1141.0,19.12.2019
123,124,Philippines,1136.0,19.12.2019
124,124,Angola,1136.0,19.12.2019
125,126,Antigua and Barbuda,1127.0,19.12.2019
126,126,Togo,1127.0,19.12.2019
127,128,Sudan,1112.0,19.12.2019
128,129,Turkmenistan,1107.0,19.12.2019
129,130,Guatemala,1106.0,19.12.2019
130,131,Rwanda,1089.0,19.12.2019
131,131,Lithuania,1089.0,19.12.2019
132,133,Comoros,1088.0,19.12.2019
133,134,Tanzania,1086.0,19.12.2019
134,135,Andorra,1082.0,19.12.2019
135,136,Myanmar,1081.0,19.12.2019
136,137,Latvia,1079.0,19.12.2019
137,138,Chinese Taipei,1078.0,19.12.2019
138,139,Lesotho,1074.0,19.12.2019
139,139,St. Kitts and Nevis,1074.0,19.12.2019
140,141,Hong Kong,1073.0,19.12.2019
141,141,Suriname,1073.0,19.12.2019
142,141,Solomon Islands,1073.0,19.12.2019
143,144,Yemen,1071.0,19.12.2019
144,145,Equatorial Guinea,1066.0,19.12.2019
145,146,Ethiopia,1061.0,19.12.2019
146,147,Kuwait,1060.0,19.12.2019
147,148,Botswana,1055.0,19.12.2019
148,149,Afghanistan,1052.0,19.12.2019
149,150,Nicaragua,1050.0,19.12.2019
150,151,Burundi,1049.0,19.12.2019
151,152,Liberia,1047.0,19.12.2019
152,153,Eswatini,1042.0,19.12.2019
153,154,Malaysia,1040.0,19.12.2019
154,155,Maldives,1038.0,19.12.2019
155,156,New Caledonia,1035.0,19.12.2019
156,157,Singapore,1020.0,19.12.2019
157,158,Dominican Republic,1019.0,19.12.2019
158,159,Gambia,1015.0,19.12.2019
159,159,Grenada,1015.0,19.12.2019
160,161,Tahiti,1014.0,19.12.2019
161,162,Barbados,1011.0,19.12.2019
162,163,Fiji,996.0,19.12.2019
163,163,Vanuatu,996.0,19.12.2019
164,165,Papua New Guinea,991.0,19.12.2019
165,166,Guyana,988.0,19.12.2019
166,167,St. Vincent and the Grenadines,986.0,19.12.2019
167,168,Bermuda,984.0,19.12.2019
168,169,South Sudan,983.0,19.12.2019
169,170,Nepal,974.0,19.12.2019
170,170,Belize,974.0,19.12.2019
171,172,Mauritius,968.0,19.12.2019
172,173,Indonesia,964.0,19.12.2019
173,173,Cambodia,964.0,19.12.2019
174,175,Moldova,959.0,19.12.2019
175,176,St. Lucia,953.0,19.12.2019
176,177,Chad,943.0,19.12.2019
177,178,Puerto Rico,941.0,19.12.2019
178,179,Cuba,936.0,19.12.2019
179,180,Liechtenstein,926.0,19.12.2019
180,181,São Tomé and Príncipe,923.0,19.12.2019
181,182,Macau,922.0,19.12.2019
182,183,Montserrat,921.0,19.12.2019
183,184,Malta,919.0,19.12.2019
184,184,Djibouti,919.0,19.12.2019
185,184,Dominica,919.0,19.12.2019
186,187,Bangladesh,915.0,19.12.2019
187,188,Laos,912.0,19.12.2019
188,189,Bhutan,911.0,19.12.2019
189,190,Mongolia,906.0,19.12.2019
190,191,Brunei Darussalam,904.0,19.12.2019
191,192,American Samoa,900.0,19.12.2019
192,193,Cayman Islands,897.0,19.12.2019
193,194,Samoa,894.0,19.12.2019
194,195,Bahamas,880.0,19.12.2019
195,196,Gibraltar,879.0,19.12.2019
196,196,Timor-Leste,879.0,19.12.2019
197,196,Somalia,879.0,19.12.2019
198,199,Guam,873.0,19.12.2019
199,200,Seychelles,868.0,19.12.2019
200,201,Pakistan,867.0,19.12.2019
201,201,Aruba,867.0,19.12.2019
202,203,Tonga,862.0,19.12.2019
203,203,Turks and Caicos Islands,862.0,19.12.2019
204,205,Sri Lanka,856.0,19.12.2019
205,205,Eritrea,856.0,19.12.2019
206,207,US Virgin Islands,844.0,19.12.2019
207,208,British Virgin Islands,842.0,19.12.2019
208,209,San Marino,824.0,19.12.2019
209,210,Anguilla,821.0,19.12.2019
0,1,Belgium,1765.0,20.02.2020
1,2,France,1733.0,20.02.2020
2,3,Brazil,1712.0,20.02.2020
3,4,England,1661.0,20.02.2020
4,5,Uruguay,1645.0,20.02.2020
5,6,Croatia,1642.0,20.02.2020
6,7,Portugal,1639.0,20.02.2020
7,8,Spain,1636.0,20.02.2020
8,9,Argentina,1623.0,20.02.2020
9,10,Colombia,1622.0,20.02.2020
10,11,Mexico,1621.0,20.02.2020
11,12,Switzerland,1608.0,20.02.2020
12,13,Italy,1607.0,20.02.2020
13,14,Netherlands,1604.0,20.02.2020
14,15,Germany,1602.0,20.02.2020
15,16,Denmark,1598.0,20.02.2020
16,17,Sweden,1579.0,20.02.2020
17,17,Chile,1579.0,20.02.2020
18,19,Poland,1559.0,20.02.2020
19,20,Senegal,1555.0,20.02.2020
20,21,Peru,1544.0,20.02.2020
21,22,USA,1542.0,20.02.2020
22,23,Wales,1540.0,20.02.2020
23,24,Ukraine,1537.0,20.02.2020
24,25,Venezuela,1517.0,20.02.2020
25,26,Austria,1507.0,20.02.2020
26,27,Tunisia,1506.0,20.02.2020
27,28,Japan,1500.0,20.02.2020
28,29,Turkey,1494.0,20.02.2020
29,29,Serbia,1494.0,20.02.2020
30,31,Nigeria,1493.0,20.02.2020
31,32,Slovakia,1490.0,20.02.2020
32,33,IR Iran,1489.0,20.02.2020
33,34,Republic of Ireland,1486.0,20.02.2020
34,35,Algeria,1482.0,20.02.2020
35,36,Northern Ireland,1476.0,20.02.2020
36,37,Romania,1475.0,20.02.2020
37,38,Russia,1470.0,20.02.2020
38,39,Iceland,1465.0,20.02.2020
39,40,Korea Republic,1464.0,20.02.2020
40,41,Paraguay,1461.0,20.02.2020
41,42,Australia,1457.0,20.02.2020
42,43,Morocco,1456.0,20.02.2020
43,44,Norway,1451.0,20.02.2020
44,45,Czech Republic,1446.0,20.02.2020
45,46,Costa Rica,1439.0,20.02.2020
46,46,Ghana,1439.0,20.02.2020
47,48,Jamaica,1437.0,20.02.2020
48,49,Bosnia and Herzegovina,1430.0,20.02.2020
49,50,Scotland,1422.0,20.02.2020
50,51,Egypt,1420.0,20.02.2020
51,52,Hungary,1416.0,20.02.2020
52,53,Cameroon,1413.0,20.02.2020
53,54,Greece,1409.0,20.02.2020
54,55,Qatar,1396.0,20.02.2020
55,56,Mali,1389.0,20.02.2020
56,56,Congo DR,1389.0,20.02.2020
57,58,Finland,1386.0,20.02.2020
58,59,Bulgaria,1381.0,20.02.2020
59,59,Burkina Faso,1381.0,20.02.2020
60,61,Côte d'Ivoire,1378.0,20.02.2020
61,62,Honduras,1377.0,20.02.2020
62,63,Ecuador,1368.0,20.02.2020
63,64,Montenegro,1365.0,20.02.2020
64,64,Slovenia,1365.0,20.02.2020
65,66,Albania,1356.0,20.02.2020
66,67,Saudi Arabia,1351.0,20.02.2020
67,68,North Macedonia,1347.0,20.02.2020
68,69,El Salvador,1346.0,20.02.2020
69,70,Iraq,1344.0,20.02.2020
70,71,United Arab Emirates,1334.0,20.02.2020
71,71,South Africa,1334.0,20.02.2020
72,73,Canada,1332.0,20.02.2020
73,74,Guinea,1328.0,20.02.2020
74,75,Bolivia,1324.0,20.02.2020
75,76,China PR,1323.0,20.02.2020
76,77,Uganda,1321.0,20.02.2020
77,78,Cabo Verde,1318.0,20.02.2020
78,79,Syria,1314.0,20.02.2020
79,80,Curaçao,1313.0,20.02.2020
80,81,Panama,1304.0,20.02.2020
81,82,Oman,1303.0,20.02.2020
82,83,Gabon,1297.0,20.02.2020
83,84,Benin,1295.0,20.02.2020
84,85,Uzbekistan,1289.0,20.02.2020
85,86,Haiti,1285.0,20.02.2020
86,87,Belarus,1280.0,20.02.2020
87,88,Zambia,1279.0,20.02.2020
88,89,Congo,1269.0,20.02.2020
89,89,Lebanon,1269.0,20.02.2020
90,91,Georgia,1267.0,20.02.2020
91,91,Madagascar,1267.0,20.02.2020
92,93,Israel,1260.0,20.02.2020
93,94,Vietnam,1258.0,20.02.2020
94,95,Cyprus,1251.0,20.02.2020
95,96,Kyrgyz Republic,1240.0,20.02.2020
96,97,Jordan,1238.0,20.02.2020
97,98,Luxembourg,1236.0,20.02.2020
98,99,Bahrain,1225.0,20.02.2020
99,100,Mauritania,1223.0,20.02.2020
100,101,Libya,1215.0,20.02.2020
101,102,Armenia,1213.0,20.02.2020
102,103,Palestine,1204.0,20.02.2020
103,104,Estonia,1202.0,20.02.2020
104,105,Trinidad and Tobago,1201.0,20.02.2020
105,106,Mozambique,1200.0,20.02.2020
106,107,Kenya,1199.0,20.02.2020
107,108,India,1187.0,20.02.2020
108,109,Central African Republic,1184.0,20.02.2020
109,110,Faroe Islands,1181.0,20.02.2020
110,111,Zimbabwe,1180.0,20.02.2020
111,112,Niger,1179.0,20.02.2020
112,113,Thailand,1178.0,20.02.2020
113,114,Azerbaijan,1177.0,20.02.2020
114,115,Kosovo,1174.0,20.02.2020
115,116,Korea DPR,1170.0,20.02.2020
116,117,Namibia,1160.0,20.02.2020
117,118,Kazakhstan,1155.0,20.02.2020
118,118,Sierra Leone,1155.0,20.02.2020
119,118,Guinea-Bissau,1155.0,20.02.2020
120,121,Tajikistan,1152.0,20.02.2020
121,122,New Zealand,1149.0,20.02.2020
122,123,Malawi,1141.0,20.02.2020
123,124,Angola,1136.0,20.02.2020
124,124,Philippines,1136.0,20.02.2020
125,126,Antigua and Barbuda,1127.0,20.02.2020
126,126,Togo,1127.0,20.02.2020
127,128,Sudan,1112.0,20.02.2020
128,129,Turkmenistan,1107.0,20.02.2020
129,130,Guatemala,1106.0,20.02.2020
130,131,Rwanda,1089.0,20.02.2020
131,131,Lithuania,1089.0,20.02.2020
132,133,Comoros,1088.0,20.02.2020
133,134,Tanzania,1086.0,20.02.2020
134,135,Andorra,1082.0,20.02.2020
135,136,Myanmar,1081.0,20.02.2020
136,137,Latvia,1079.0,20.02.2020
137,138,Chinese Taipei,1078.0,20.02.2020
138,139,Lesotho,1074.0,20.02.2020
139,139,St. Kitts and Nevis,1074.0,20.02.2020
140,141,Suriname,1073.0,20.02.2020
141,141,Solomon Islands,1073.0,20.02.2020
142,143,Hong Kong,1072.0,20.02.2020
143,144,Yemen,1071.0,20.02.2020
144,145,Equatorial Guinea,1066.0,20.02.2020
145,146,Ethiopia,1061.0,20.02.2020
146,147,Kuwait,1060.0,20.02.2020
147,148,Botswana,1055.0,20.02.2020
148,149,Burundi,1052.0,20.02.2020
149,149,Afghanistan,1052.0,20.02.2020
150,151,Nicaragua,1050.0,20.02.2020
151,152,Liberia,1047.0,20.02.2020
152,153,Eswatini,1042.0,20.02.2020
153,154,Malaysia,1040.0,20.02.2020
154,155,Maldives,1038.0,20.02.2020
155,156,New Caledonia,1035.0,20.02.2020
156,157,Singapore,1020.0,20.02.2020
157,158,Dominican Republic,1019.0,20.02.2020
158,159,Grenada,1015.0,20.02.2020
159,159,Gambia,1015.0,20.02.2020
160,161,Tahiti,1014.0,20.02.2020
161,162,Barbados,1009.0,20.02.2020
162,163,Vanuatu,996.0,20.02.2020
163,163,Fiji,996.0,20.02.2020
164,165,Papua New Guinea,991.0,20.02.2020
165,166,Guyana,988.0,20.02.2020
166,167,St. Vincent and the Grenadines,986.0,20.02.2020
167,168,Bermuda,984.0,20.02.2020
168,169,South Sudan,983.0,20.02.2020
169,170,Nepal,974.0,20.02.2020
170,170,Belize,974.0,20.02.2020
171,172,Mauritius,965.0,20.02.2020
172,173,Indonesia,964.0,20.02.2020
173,173,Cambodia,964.0,20.02.2020
174,175,Moldova,959.0,20.02.2020
175,176,St. Lucia,953.0,20.02.2020
176,177,Chad,943.0,20.02.2020
177,178,Puerto Rico,941.0,20.02.2020
178,179,Cuba,936.0,20.02.2020
179,180,Liechtenstein,926.0,20.02.2020
180,181,São Tomé and Príncipe,923.0,20.02.2020
181,182,Macau,922.0,20.02.2020
182,183,Montserrat,921.0,20.02.2020
183,184,Djibouti,919.0,20.02.2020
184,184,Malta,919.0,20.02.2020
185,184,Dominica,919.0,20.02.2020
186,187,Bangladesh,914.0,20.02.2020
187,188,Laos,912.0,20.02.2020
188,189,Bhutan,911.0,20.02.2020
189,190,Mongolia,906.0,20.02.2020
190,191,Brunei Darussalam,904.0,20.02.2020
191,192,American Samoa,900.0,20.02.2020
192,193,Cayman Islands,897.0,20.02.2020
193,194,Samoa,894.0,20.02.2020
194,195,Bahamas,880.0,20.02.2020
195,196,Timor-Leste,879.0,20.02.2020
196,196,Gibraltar,879.0,20.02.2020
197,196,Somalia,879.0,20.02.2020
198,199,Guam,873.0,20.02.2020
199,200,Pakistan,867.0,20.02.2020
200,200,Aruba,867.0,20.02.2020
201,202,Seychelles,866.0,20.02.2020
202,203,Tonga,862.0,20.02.2020
203,203,Turks and Caicos Islands,862.0,20.02.2020
204,205,Eritrea,856.0,20.02.2020
205,206,Sri Lanka,853.0,20.02.2020
206,207,US Virgin Islands,844.0,20.02.2020
207,208,British Virgin Islands,842.0,20.02.2020
208,209,San Marino,824.0,20.02.2020
209,210,Anguilla,821.0,20.02.2020
0,1,Belgium,1765.0,09.04.2020
1,2,France,1733.0,09.04.2020
2,3,Brazil,1712.0,09.04.2020
3,4,England,1661.0,09.04.2020
4,5,Uruguay,1645.0,09.04.2020
5,6,Croatia,1642.0,09.04.2020
6,7,Portugal,1639.0,09.04.2020
7,8,Spain,1636.0,09.04.2020
8,9,Argentina,1623.0,09.04.2020
9,10,Colombia,1622.0,09.04.2020
10,11,Mexico,1621.0,09.04.2020
11,12,Switzerland,1608.0,09.04.2020
12,13,Italy,1607.0,09.04.2020
13,14,Netherlands,1604.0,09.04.2020
14,15,Germany,1602.0,09.04.2020
15,16,Denmark,1598.0,09.04.2020
16,17,Chile,1579.0,09.04.2020
17,17,Sweden,1579.0,09.04.2020
18,19,Poland,1559.0,09.04.2020
19,20,Senegal,1555.0,09.04.2020
20,21,Peru,1544.0,09.04.2020
21,22,USA,1542.0,09.04.2020
22,23,Wales,1540.0,09.04.2020
23,24,Ukraine,1537.0,09.04.2020
24,25,Venezuela,1517.0,09.04.2020
25,26,Austria,1507.0,09.04.2020
26,27,Tunisia,1506.0,09.04.2020
27,28,Japan,1500.0,09.04.2020
28,29,Turkey,1494.0,09.04.2020
29,29,Serbia,1494.0,09.04.2020
30,31,Nigeria,1493.0,09.04.2020
31,32,Slovakia,1490.0,09.04.2020
32,33,IR Iran,1489.0,09.04.2020
33,34,Republic of Ireland,1486.0,09.04.2020
34,35,Algeria,1482.0,09.04.2020
35,36,Northern Ireland,1476.0,09.04.2020
36,37,Romania,1475.0,09.04.2020
37,38,Russia,1470.0,09.04.2020
38,39,Iceland,1465.0,09.04.2020
39,40,Korea Republic,1464.0,09.04.2020
40,41,Paraguay,1461.0,09.04.2020
41,42,Australia,1457.0,09.04.2020
42,43,Morocco,1456.0,09.04.2020
43,44,Norway,1451.0,09.04.2020
44,45,Czech Republic,1446.0,09.04.2020
45,46,Costa Rica,1439.0,09.04.2020
46,46,Ghana,1439.0,09.04.2020
47,48,Jamaica,1438.0,09.04.2020
48,49,Bosnia and Herzegovina,1430.0,09.04.2020
49,50,Scotland,1422.0,09.04.2020
50,51,Egypt,1420.0,09.04.2020
51,52,Hungary,1416.0,09.04.2020
52,53,Cameroon,1413.0,09.04.2020
53,54,Greece,1409.0,09.04.2020
54,55,Qatar,1396.0,09.04.2020
55,56,Mali,1389.0,09.04.2020
56,56,Congo DR,1389.0,09.04.2020
57,58,Finland,1386.0,09.04.2020
58,59,Burkina Faso,1381.0,09.04.2020
59,59,Bulgaria,1381.0,09.04.2020
60,61,Côte d'Ivoire,1378.0,09.04.2020
61,62,Honduras,1377.0,09.04.2020
62,63,Ecuador,1368.0,09.04.2020
63,64,Slovenia,1365.0,09.04.2020
64,64,Montenegro,1365.0,09.04.2020
65,66,Albania,1356.0,09.04.2020
66,67,Saudi Arabia,1351.0,09.04.2020
67,68,North Macedonia,1347.0,09.04.2020
68,69,El Salvador,1346.0,09.04.2020
69,70,Iraq,1344.0,09.04.2020
70,71,United Arab Emirates,1334.0,09.04.2020
71,71,South Africa,1334.0,09.04.2020
72,73,Canada,1332.0,09.04.2020
73,74,Guinea,1328.0,09.04.2020
74,75,Bolivia,1324.0,09.04.2020
75,76,China PR,1323.0,09.04.2020
76,77,Uganda,1321.0,09.04.2020
77,78,Cabo Verde,1318.0,09.04.2020
78,79,Syria,1314.0,09.04.2020
79,80,Curaçao,1313.0,09.04.2020
80,81,Panama,1305.0,09.04.2020
81,82,Oman,1303.0,09.04.2020
82,83,Gabon,1297.0,09.04.2020
83,84,Benin,1295.0,09.04.2020
84,85,Uzbekistan,1286.0,09.04.2020
85,86,Haiti,1285.0,09.04.2020
86,87,Belarus,1283.0,09.04.2020
87,88,Zambia,1279.0,09.04.2020
88,89,Congo,1269.0,09.04.2020
89,89,Lebanon,1269.0,09.04.2020
90,91,Madagascar,1267.0,09.04.2020
91,91,Georgia,1267.0,09.04.2020
92,93,Israel,1260.0,09.04.2020
93,94,Vietnam,1258.0,09.04.2020
94,95,Cyprus,1251.0,09.04.2020
95,96,Kyrgyz Republic,1240.0,09.04.2020
96,97,Jordan,1238.0,09.04.2020
97,98,Luxembourg,1236.0,09.04.2020
98,99,Bahrain,1225.0,09.04.2020
99,100,Mauritania,1223.0,09.04.2020
100,101,Libya,1215.0,09.04.2020
101,102,Armenia,1213.0,09.04.2020
102,103,Palestine,1204.0,09.04.2020
103,104,Estonia,1202.0,09.04.2020
104,105,Trinidad and Tobago,1201.0,09.04.2020
105,106,Mozambique,1200.0,09.04.2020
106,107,Kenya,1199.0,09.04.2020
107,108,India,1187.0,09.04.2020
108,109,Central African Republic,1184.0,09.04.2020
109,110,Faroe Islands,1181.0,09.04.2020
110,111,Zimbabwe,1180.0,09.04.2020
111,112,Niger,1179.0,09.04.2020
112,113,Thailand,1178.0,09.04.2020
113,114,Azerbaijan,1177.0,09.04.2020
114,115,Kosovo,1174.0,09.04.2020
115,116,Korea DPR,1170.0,09.04.2020
116,117,Namibia,1160.0,09.04.2020
117,118,Kazakhstan,1155.0,09.04.2020
118,118,Sierra Leone,1155.0,09.04.2020
119,118,Guinea-Bissau,1155.0,09.04.2020
120,121,Tajikistan,1152.0,09.04.2020
121,122,New Zealand,1149.0,09.04.2020
122,123,Malawi,1141.0,09.04.2020
123,124,Philippines,1136.0,09.04.2020
124,124,Angola,1136.0,09.04.2020
125,126,Antigua and Barbuda,1127.0,09.04.2020
126,126,Togo,1127.0,09.04.2020
127,128,Sudan,1112.0,09.04.2020
128,129,Turkmenistan,1107.0,09.04.2020
129,130,Guatemala,1104.0,09.04.2020
130,131,Lithuania,1089.0,09.04.2020
131,131,Rwanda,1089.0,09.04.2020
132,133,Comoros,1088.0,09.04.2020
133,134,Tanzania,1086.0,09.04.2020
134,135,Andorra,1082.0,09.04.2020
135,136,Myanmar,1081.0,09.04.2020
136,137,Latvia,1079.0,09.04.2020
137,138,Chinese Taipei,1078.0,09.04.2020
138,139,Lesotho,1074.0,09.04.2020
139,139,St. Kitts and Nevis,1074.0,09.04.2020
140,141,Suriname,1073.0,09.04.2020
141,141,Solomon Islands,1073.0,09.04.2020
142,143,Hong Kong,1072.0,09.04.2020
143,144,Yemen,1071.0,09.04.2020
144,145,Equatorial Guinea,1066.0,09.04.2020
145,146,Ethiopia,1061.0,09.04.2020
146,147,Kuwait,1060.0,09.04.2020
147,148,Botswana,1055.0,09.04.2020
148,149,Afghanistan,1052.0,09.04.2020
149,149,Burundi,1052.0,09.04.2020
150,151,Nicaragua,1051.0,09.04.2020
151,152,Liberia,1047.0,09.04.2020
152,153,Eswatini,1042.0,09.04.2020
153,154,Malaysia,1040.0,09.04.2020
154,155,Maldives,1038.0,09.04.2020
155,156,New Caledonia,1035.0,09.04.2020
156,157,Singapore,1020.0,09.04.2020
157,158,Dominican Republic,1019.0,09.04.2020
158,159,Gambia,1015.0,09.04.2020
159,159,Grenada,1015.0,09.04.2020
160,161,Tahiti,1014.0,09.04.2020
161,162,Barbados,1009.0,09.04.2020
162,163,Fiji,996.0,09.04.2020
163,163,Vanuatu,996.0,09.04.2020
164,165,Papua New Guinea,991.0,09.04.2020
165,166,Guyana,988.0,09.04.2020
166,167,St. Vincent and the Grenadines,986.0,09.04.2020
167,168,South Sudan,983.0,09.04.2020
168,168,Bermuda,983.0,09.04.2020
169,170,Nepal,974.0,09.04.2020
170,170,Belize,974.0,09.04.2020
171,172,Mauritius,965.0,09.04.2020
172,173,Indonesia,964.0,09.04.2020
173,173,Cambodia,964.0,09.04.2020
174,175,Moldova,959.0,09.04.2020
175,176,St. Lucia,953.0,09.04.2020
176,177,Chad,943.0,09.04.2020
177,178,Puerto Rico,941.0,09.04.2020
178,179,Cuba,936.0,09.04.2020
179,180,Liechtenstein,926.0,09.04.2020
180,181,São Tomé and Príncipe,923.0,09.04.2020
181,182,Macau,922.0,09.04.2020
182,183,Montserrat,921.0,09.04.2020
183,184,Malta,919.0,09.04.2020
184,184,Djibouti,919.0,09.04.2020
185,184,Dominica,919.0,09.04.2020
186,187,Bangladesh,914.0,09.04.2020
187,188,Laos,912.0,09.04.2020
188,189,Bhutan,911.0,09.04.2020
189,190,Mongolia,906.0,09.04.2020
190,191,Brunei Darussalam,904.0,09.04.2020
191,192,American Samoa,900.0,09.04.2020
192,193,Cayman Islands,897.0,09.04.2020
193,194,Samoa,894.0,09.04.2020
194,195,Bahamas,880.0,09.04.2020
195,196,Timor-Leste,879.0,09.04.2020
196,196,Gibraltar,879.0,09.04.2020
197,196,Somalia,879.0,09.04.2020
198,199,Guam,873.0,09.04.2020
199,200,Aruba,867.0,09.04.2020
200,200,Pakistan,867.0,09.04.2020
201,202,Seychelles,866.0,09.04.2020
202,203,Tonga,862.0,09.04.2020
203,203,Turks and Caicos Islands,862.0,09.04.2020
204,205,Eritrea,856.0,09.04.2020
205,206,Sri Lanka,853.0,09.04.2020
206,207,US Virgin Islands,844.0,09.04.2020
207,208,British Virgin Islands,842.0,09.04.2020
208,209,San Marino,824.0,09.04.2020
209,210,Anguilla,821.0,09.04.2020
0,1,Belgium,1765.0,11.06.2020
1,2,France,1733.0,11.06.2020
2,3,Brazil,1712.0,11.06.2020
3,4,England,1661.0,11.06.2020
4,5,Uruguay,1645.0,11.06.2020
5,6,Croatia,1642.0,11.06.2020
6,7,Portugal,1639.0,11.06.2020
7,8,Spain,1636.0,11.06.2020
8,9,Argentina,1623.0,11.06.2020
9,10,Colombia,1622.0,11.06.2020
10,11,Mexico,1621.0,11.06.2020
11,12,Switzerland,1608.0,11.06.2020
12,13,Italy,1607.0,11.06.2020
13,14,Netherlands,1604.0,11.06.2020
14,15,Germany,1602.0,11.06.2020
15,16,Denmark,1598.0,11.06.2020
16,17,Chile,1579.0,11.06.2020
17,17,Sweden,1579.0,11.06.2020
18,19,Poland,1559.0,11.06.2020
19,20,Senegal,1555.0,11.06.2020
20,21,Peru,1544.0,11.06.2020
21,22,USA,1542.0,11.06.2020
22,23,Wales,1540.0,11.06.2020
23,24,Ukraine,1537.0,11.06.2020
24,25,Venezuela,1517.0,11.06.2020
25,26,Austria,1507.0,11.06.2020
26,27,Tunisia,1506.0,11.06.2020
27,28,Japan,1500.0,11.06.2020
28,29,Turkey,1494.0,11.06.2020
29,29,Serbia,1494.0,11.06.2020
30,31,Nigeria,1493.0,11.06.2020
31,32,Slovakia,1490.0,11.06.2020
32,33,IR Iran,1489.0,11.06.2020
33,34,Republic of Ireland,1486.0,11.06.2020
34,35,Algeria,1482.0,11.06.2020
35,36,Northern Ireland,1476.0,11.06.2020
36,37,Romania,1475.0,11.06.2020
37,38,Russia,1470.0,11.06.2020
38,39,Iceland,1465.0,11.06.2020
39,40,Korea Republic,1464.0,11.06.2020
40,41,Paraguay,1461.0,11.06.2020
41,42,Australia,1457.0,11.06.2020
42,43,Morocco,1456.0,11.06.2020
43,44,Norway,1451.0,11.06.2020
44,45,Czech Republic,1446.0,11.06.2020
45,46,Costa Rica,1439.0,11.06.2020
46,46,Ghana,1439.0,11.06.2020
47,48,Jamaica,1438.0,11.06.2020
48,49,Bosnia and Herzegovina,1430.0,11.06.2020
49,50,Scotland,1422.0,11.06.2020
50,51,Egypt,1420.0,11.06.2020
51,52,Hungary,1416.0,11.06.2020
52,53,Cameroon,1413.0,11.06.2020
53,54,Greece,1409.0,11.06.2020
54,55,Qatar,1396.0,11.06.2020
55,56,Mali,1389.0,11.06.2020
56,56,Congo DR,1389.0,11.06.2020
57,58,Finland,1386.0,11.06.2020
58,59,Bulgaria,1381.0,11.06.2020
59,59,Burkina Faso,1381.0,11.06.2020
60,61,Côte d'Ivoire,1378.0,11.06.2020
61,62,Honduras,1377.0,11.06.2020
62,63,Ecuador,1368.0,11.06.2020
63,64,Montenegro,1365.0,11.06.2020
64,64,Slovenia,1365.0,11.06.2020
65,66,Albania,1356.0,11.06.2020
66,67,Saudi Arabia,1351.0,11.06.2020
67,68,North Macedonia,1347.0,11.06.2020
68,69,El Salvador,1346.0,11.06.2020
69,70,Iraq,1344.0,11.06.2020
70,71,United Arab Emirates,1334.0,11.06.2020
71,71,South Africa,1334.0,11.06.2020
72,73,Canada,1332.0,11.06.2020
73,74,Guinea,1328.0,11.06.2020
74,75,Bolivia,1324.0,11.06.2020
75,76,China PR,1323.0,11.06.2020
76,77,Uganda,1321.0,11.06.2020
77,78,Cabo Verde,1318.0,11.06.2020
78,79,Syria,1314.0,11.06.2020
79,80,Curaçao,1313.0,11.06.2020
80,81,Panama,1305.0,11.06.2020
81,82,Oman,1303.0,11.06.2020
82,83,Gabon,1297.0,11.06.2020
83,84,Benin,1295.0,11.06.2020
84,85,Uzbekistan,1286.0,11.06.2020
85,86,Haiti,1285.0,11.06.2020
86,87,Belarus,1283.0,11.06.2020
87,88,Zambia,1279.0,11.06.2020
88,89,Congo,1269.0,11.06.2020
89,89,Lebanon,1269.0,11.06.2020
90,91,Madagascar,1267.0,11.06.2020
91,91,Georgia,1267.0,11.06.2020
92,93,Israel,1260.0,11.06.2020
93,94,Vietnam,1258.0,11.06.2020
94,95,Cyprus,1251.0,11.06.2020
95,96,Kyrgyz Republic,1240.0,11.06.2020
96,97,Jordan,1238.0,11.06.2020
97,98,Luxembourg,1236.0,11.06.2020
98,99,Bahrain,1225.0,11.06.2020
99,100,Mauritania,1223.0,11.06.2020
100,101,Libya,1215.0,11.06.2020
101,102,Armenia,1213.0,11.06.2020
102,103,Palestine,1204.0,11.06.2020
103,104,Estonia,1202.0,11.06.2020
104,105,Trinidad and Tobago,1201.0,11.06.2020
105,106,Mozambique,1200.0,11.06.2020
106,107,Kenya,1199.0,11.06.2020
107,108,India,1187.0,11.06.2020
108,109,Central African Republic,1184.0,11.06.2020
109,110,Faroe Islands,1181.0,11.06.2020
110,111,Zimbabwe,1180.0,11.06.2020
111,112,Niger,1179.0,11.06.2020
112,113,Thailand,1178.0,11.06.2020
113,114,Azerbaijan,1177.0,11.06.2020
114,115,Kosovo,1174.0,11.06.2020
115,116,Korea DPR,1170.0,11.06.2020
116,117,Namibia,1160.0,11.06.2020
117,118,Kazakhstan,1155.0,11.06.2020
118,118,Sierra Leone,1155.0,11.06.2020
119,118,Guinea-Bissau,1155.0,11.06.2020
